Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Spain","Export Value","Oil, olive, virgin","2019","1000 US$","3281182"
"Crops and livestock products","Spain","Export Value","Oil, olive, virgin","2020","1000 US$","3230250"
"Crops and livestock products","Spain","Export Quantity","Oil, palm","2019","tonnes","78913"
"Crops and livestock products","Spain","Export Quantity","Oil, palm","2020","tonnes","62626"
"Crops and livestock products","Spain","Export Value","Oil, palm","2019","1000 US$","59128"
"Crops and livestock products","Spain","Export Value","Oil, palm","2020","1000 US$","58734"
"Crops and livestock products","Spain","Export Quantity","Oil, palm kernel","2019","tonnes","3943"
"Crops and livestock products","Spain","Export Quantity","Oil, palm kernel","2020","tonnes","4911"
"Crops and livestock products","Spain","Export Value","Oil, palm kernel","2019","1000 US$","4014"
"Crops and livestock products","Spain","Export Value","Oil, palm kernel","2020","1000 US$","5977"
"Crops and livestock products","Spain","Export Quantity","Quinoa","2019","tonnes","5088"
"Crops and livestock products","Spain","Export Quantity","Quinoa","2020","tonnes","3463"
"Crops and livestock products","Spain","Export Value","Quinoa","2019","1000 US$","16378"
"Crops and livestock products","Spain","Export Value","Quinoa","2020","1000 US$","9220"
"Crops and livestock products","Spain","Export Quantity","Raisins","2019","tonnes","2089"
"Crops and livestock products","Spain","Export Quantity","Raisins","2020","tonnes","1837"
"Crops and livestock products","Spain","Export Value","Raisins","2019","1000 US$","5044"
"Crops and livestock products","Spain","Export Value","Raisins","2020","1000 US$","4492"
"Crops and livestock products","Spain","Export Quantity","Rice, broken","2019","tonnes","25883"
"Crops and livestock products","Spain","Export Quantity","Rice, broken","2020","tonnes","25875"
"Crops and livestock products","Spain","Export Value","Rice, broken","2019","1000 US$","10448"
"Crops and livestock products","Spain","Export Value","Rice, broken","2020","1000 US$","10993"
"Crops and livestock products","Spain","Export Quantity","Rice, husked","2019","tonnes","91923"
"Crops and livestock products","Spain","Export Quantity","Rice, husked","2020","tonnes","97080"
"Crops and livestock products","Spain","Export Value","Rice, husked","2019","1000 US$","54363"
"Crops and livestock products","Spain","Export Value","Rice, husked","2020","1000 US$","61466"
"Crops and livestock products","Spain","Export Quantity","Rice, milled","2019","tonnes","152653"
"Crops and livestock products","Spain","Export Quantity","Rice, milled","2020","tonnes","149125"
"Crops and livestock products","Spain","Export Value","Rice, milled","2019","1000 US$","129532"
"Crops and livestock products","Spain","Export Value","Rice, milled","2020","1000 US$","137145"
"Crops and livestock products","Spain","Export Quantity","Sunflower seed","2019","tonnes","19887"
"Crops and livestock products","Spain","Export Quantity","Sunflower seed","2020","tonnes","37326"
"Crops and livestock products","Spain","Export Value","Sunflower seed","2019","1000 US$","75877"
"Crops and livestock products","Spain","Export Value","Sunflower seed","2020","1000 US$","98468"
"Crops and livestock products","Spain","Export Quantity","Vegetables in vinegar","2019","tonnes","44481"
"Crops and livestock products","Spain","Export Quantity","Vegetables in vinegar","2020","tonnes","34135"
"Crops and livestock products","Spain","Export Value","Vegetables in vinegar","2019","1000 US$","86411"
"Crops and livestock products","Spain","Export Value","Vegetables in vinegar","2020","1000 US$","78882"
"Crops and livestock products","Spain","Export Quantity","Vegetables, dehydrated","2019","tonnes","39289"
"Crops and livestock products","Spain","Export Quantity","Vegetables, dehydrated","2020","tonnes","35749"
"Crops and livestock products","Spain","Export Value","Vegetables, dehydrated","2019","1000 US$","55113"
"Crops and livestock products","Spain","Export Value","Vegetables, dehydrated","2020","1000 US$","57590"
"Crops and livestock products","Spain","Export Quantity","Vegetables, frozen","2019","tonnes","612638"
"Crops and livestock products","Spain","Export Quantity","Vegetables, frozen","2020","tonnes","599392"
"Crops and livestock products","Spain","Export Value","Vegetables, frozen","2019","1000 US$","645169"
"Crops and livestock products","Spain","Export Value","Vegetables, frozen","2020","1000 US$","658977"
"Crops and livestock products","Spain","Export Quantity","Wheat","2019","tonnes","513222"
"Crops and livestock products","Spain","Export Quantity","Wheat","2020","tonnes","523985"
"Crops and livestock products","Spain","Export Value","Wheat","2019","1000 US$","145026"
"Crops and livestock products","Spain","Export Value","Wheat","2020","1000 US$","180098"
"Crops and livestock products","Sri Lanka","Export Quantity","Almonds shelled","2019","tonnes","0"
"Crops and livestock products","Sri Lanka","Export Quantity","Almonds shelled","2020","tonnes","1"
"Crops and livestock products","Sri Lanka","Export Value","Almonds shelled","2019","1000 US$","3"
"Crops and livestock products","Sri Lanka","Export Value","Almonds shelled","2020","1000 US$","3"
"Crops and livestock products","Sri Lanka","Export Quantity","Bananas","2019","tonnes","5928"
"Crops and livestock products","Sri Lanka","Export Quantity","Bananas","2020","tonnes","199"
"Crops and livestock products","Sri Lanka","Export Value","Bananas","2019","1000 US$","5350"
"Crops and livestock products","Sri Lanka","Export Value","Bananas","2020","1000 US$","366"
"Crops and livestock products","Sri Lanka","Export Quantity","Barley","2019","tonnes","4"
"Crops and livestock products","Sri Lanka","Export Quantity","Barley","2020","tonnes","2"
"Crops and livestock products","Sri Lanka","Export Value","Barley","2019","1000 US$","2"
"Crops and livestock products","Sri Lanka","Export Value","Barley","2020","1000 US$","6"
"Crops and livestock products","Sri Lanka","Export Quantity","Cotton lint","2019","tonnes","192"
"Crops and livestock products","Sri Lanka","Export Quantity","Cotton lint","2020","tonnes","0"
"Crops and livestock products","Sri Lanka","Export Value","Cotton lint","2019","1000 US$","269"
"Crops and livestock products","Sri Lanka","Export Value","Cotton lint","2020","1000 US$","0"
"Crops and livestock products","Sri Lanka","Export Quantity","Figs dried","2019","tonnes","1"
"Crops and livestock products","Sri Lanka","Export Quantity","Figs dried","2020","tonnes","3"
"Crops and livestock products","Sri Lanka","Export Value","Figs dried","2019","1000 US$","8"
"Crops and livestock products","Sri Lanka","Export Value","Figs dried","2020","1000 US$","3"
"Crops and livestock products","Sri Lanka","Export Quantity","Flax fibre and tow","2019","tonnes","0"
"Crops and livestock products","Sri Lanka","Export Value","Flax fibre and tow","2019","1000 US$","0"
"Crops and livestock products","Sri Lanka","Export Quantity","Flour, cassava","2019","tonnes","6"
"Crops and livestock products","Sri Lanka","Export Value","Flour, cassava","2019","1000 US$","8"
"Crops and livestock products","Sri Lanka","Export Quantity","Fruit, fresh nes","2019","tonnes","2088"
"Crops and livestock products","Sri Lanka","Export Quantity","Fruit, fresh nes","2020","tonnes","2693"
"Crops and livestock products","Sri Lanka","Export Value","Fruit, fresh nes","2019","1000 US$","2521"
"Crops and livestock products","Sri Lanka","Export Value","Fruit, fresh nes","2020","1000 US$","5745"
"Crops and livestock products","Sri Lanka","Export Quantity","Fruit, tropical fresh nes","2019","tonnes","241"
"Crops and livestock products","Sri Lanka","Export Quantity","Fruit, tropical fresh nes","2020","tonnes","14"
"Crops and livestock products","Sri Lanka","Export Value","Fruit, tropical fresh nes","2019","1000 US$","543"
"Crops and livestock products","Sri Lanka","Export Value","Fruit, tropical fresh nes","2020","1000 US$","49"
"Crops and livestock products","Sri Lanka","Export Quantity","Linseed","2019","tonnes","0"
"Crops and livestock products","Sri Lanka","Export Value","Linseed","2019","1000 US$","0"
"Crops and livestock products","Sri Lanka","Export Quantity","Maize","2019","tonnes","6"
"Crops and livestock products","Sri Lanka","Export Quantity","Maize","2020","tonnes","9"
"Crops and livestock products","Sri Lanka","Export Value","Maize","2019","1000 US$","30"
"Crops and livestock products","Sri Lanka","Export Value","Maize","2020","1000 US$","46"
"Crops and livestock products","Sri Lanka","Export Quantity","Meat, pig, preparations","2019","tonnes","144"
"Crops and livestock products","Sri Lanka","Export Quantity","Meat, pig, preparations","2020","tonnes","116"
"Crops and livestock products","Sri Lanka","Export Value","Meat, pig, preparations","2019","1000 US$","978"
"Crops and livestock products","Sri Lanka","Export Value","Meat, pig, preparations","2020","1000 US$","908"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, linseed","2019","tonnes","0"
"Crops and livestock products","Sri Lanka","Export Value","Oil, linseed","2019","1000 US$","3"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, maize","2019","tonnes","6"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, maize","2020","tonnes","10"
"Crops and livestock products","Sri Lanka","Export Value","Oil, maize","2019","1000 US$","17"
"Crops and livestock products","Sri Lanka","Export Value","Oil, maize","2020","1000 US$","15"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, olive residues","2019","tonnes","0"
"Crops and livestock products","Sri Lanka","Export Value","Oil, olive residues","2019","1000 US$","3"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, olive, virgin","2019","tonnes","31"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Sri Lanka","Export Value","Oil, olive, virgin","2019","1000 US$","83"
"Crops and livestock products","Sri Lanka","Export Value","Oil, olive, virgin","2020","1000 US$","0"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, palm","2019","tonnes","308"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, palm","2020","tonnes","55"
"Crops and livestock products","Sri Lanka","Export Value","Oil, palm","2019","1000 US$","223"
"Crops and livestock products","Sri Lanka","Export Value","Oil, palm","2020","1000 US$","52"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, palm kernel","2019","tonnes","160"
"Crops and livestock products","Sri Lanka","Export Quantity","Oil, palm kernel","2020","tonnes","24"
"Crops and livestock products","Sri Lanka","Export Value","Oil, palm kernel","2019","1000 US$","413"
"Crops and livestock products","Sri Lanka","Export Value","Oil, palm kernel","2020","1000 US$","57"
"Crops and livestock products","Sri Lanka","Export Quantity","Quinoa","2019","tonnes","0"
"Crops and livestock products","Sri Lanka","Export Value","Quinoa","2019","1000 US$","1"
"Crops and livestock products","Sri Lanka","Export Quantity","Raisins","2019","tonnes","1"
"Crops and livestock products","Sri Lanka","Export Quantity","Raisins","2020","tonnes","1"
"Crops and livestock products","Sri Lanka","Export Value","Raisins","2019","1000 US$","8"
"Crops and livestock products","Sri Lanka","Export Value","Raisins","2020","1000 US$","2"
"Crops and livestock products","Sri Lanka","Export Quantity","Rice, broken","2019","tonnes","301"
"Crops and livestock products","Sri Lanka","Export Quantity","Rice, broken","2020","tonnes","150"
